gene_id	chromosome	start	end	strand	gene_name
RORB	chr9	74497335	74693177	+	RORB
LOC105376088	chr9	74631078	74633047	-	LOC105376088
TRPM6	chr9	74722495	74887921	-	TRPM6
RN7SKP47	chr9	74799895	74800141	+	RN7SKP47
RPSAP75	chr9	74804464	74804843	+	RPSAP75
RNY4P1	chr9	74847506	74847599	+	RNY4P1
RNU6-445P	chr9	74857677	74857776	+	RNU6-445P
LOC100133316	chr9	74935054	74935694	+	LOC100133316
C9orf40	chr9	74946583	74952912	-	C9orf40
CARNMT1-AS1	chr9	74952965	74997382	+	CARNMT1-AS1
CARNMT1	chr9	74980790	75028430	-	CARNMT1
NMRK1	chr9	75060577	75088155	-	NMRK1
OSTF1	chr9	75088514	75147265	+	OSTF1
LOC105376090	chr9	75154977	75168562	+	LOC105376090
RNU6-1228P	chr9	75198071	75198177	+	RNU6-1228P
CDCA7P2	chr9	75401697	75403030	-	CDCA7P2
LOC124902351	chr9	75676907	75677016	+	LOC124902351
OTX2P1	chr9	75724171	75724811	-	OTX2P1
LOC105376091	chr9	75852836	75879522	+	LOC105376091
PCSK5	chr9	75889809	76362975	+	PCSK5
RBM22P5	chr9	76285868	76288148	-	RBM22P5
LOC124902183	chr9	76327537	76331553	-	LOC124902183
RFK	chr9	76385526	76394426	-	RFK
GCNT1	chr9	76393869	76507416	+	GCNT1
RPSAP9	chr9	76398599	76400038	+	RPSAP9
H3P32	chr9	76419934	76420631	+	H3P32
LOC124902184	chr9	76515528	76517208	+	LOC124902184
PPIAP87	chr9	76549085	76549813	-	PPIAP87
LOC105376093	chr9	76557921	76565728	+	LOC105376093
LOC105376095	chr9	76592908	76677706	+	LOC105376095
PRUNE2	chr9	76611376	76906114	-	PRUNE2
PCA3	chr9	76764436	76787569	+	PCA3
LYPLA2P3	chr9	76970320	76971225	+	LYPLA2P3
FOXB2	chr9	77019655	77020953	+	FOXB2
LOC105376096	chr9	77034879	77055130	-	LOC105376096
ATP5MFP3	chr9	77040390	77040807	+	ATP5MFP3
RFC5P1	chr9	77072678	77073292	+	RFC5P1
VPS13A-AS1	chr9	77176756	77177917	-	VPS13A-AS1
VPS13A	chr9	77177534	77421537	+	VPS13A
GNA14	chr9	77423079	77648322	-	GNA14
GNA14-AS1	chr9	77447649	77526762	+	GNA14-AS1
LOC124902185	chr9	77457083	77468870	+	LOC124902185
NUTF2P3	chr9	77580164	77580926	+	NUTF2P3
RNU6-1303P	chr9	77635203	77635309	-	RNU6-1303P
GNAQ	chr9	77716097	78031811	-	GNAQ
LOC107987081	chr9	77895213	77918994	-	LOC107987081
LOC107987031	chr9	78093715	78097418	-	LOC107987031
SYNGR2P2	chr9	78149742	78151210	-	SYNGR2P2
RN7SKP59	chr9	78165465	78165778	+	RN7SKP59
ASS1P3	chr9	78178162	78179741	+	ASS1P3
RPL21P84	chr9	78180180	78180693	-	RPL21P84
LOC107987082	chr9	78219056	78219541	+	LOC107987082
CEP78	chr9	78236075	78279690	+	CEP78
PSAT1	chr9	78297125	78330093	+	PSAT1
LOC107987083	chr9	78357605	78479965	+	LOC107987083
MTCO1P50	chr9	78740990	78741321	+	MTCO1P50
MTND2P8	chr9	78741722	78742744	-	MTND2P8
LOC105376097	chr9	78861022	78882043	-	LOC105376097
KRT18P24	chr9	79036353	79037748	-	KRT18P24
LOC101927450	chr9	79135422	79145666	-	LOC101927450
LOC124902186	chr9	79201207	79208829	+	LOC124902186
CHCHD2P9	chr9	79391267	79392035	+	CHCHD2P9
LOC124902328	chr9	79454464	79480162	-	LOC124902328
LNCARSR	chr9	79517873	79567952	-	LNCARSR
TLE4	chr9	79571965	79726882	+	TLE4
LOC124902329	chr9	79612725	79623734	+	LOC124902329
LINC01507	chr9	79824530	80034555	+	LINC01507
LOC105376334	chr9	79850805	79851567	+	LOC105376334
LOC105376101	chr9	79862207	79887882	-	LOC105376101
NPAP1P6	chr9	79863020	79866875	+	NPAP1P6
LOC105376100	chr9	79887922	79892009	+	LOC105376100
LOC105376099	chr9	79985213	79987882	-	LOC105376099
LOC105376103	chr9	80355312	80451472	+	LOC105376103
NPAP1P4	chr9	80357106	80360218	-	NPAP1P4
MTCO1P51	chr9	80563554	80564631	-	MTCO1P51
MTND2P9	chr9	80565035	80565966	-	MTND2P9
RPS19P6	chr9	80782332	80782770	-	RPS19P6
LOC107987085	chr9	80881262	80893217	-	LOC107987085
LOC107987084	chr9	80921262	80928878	+	LOC107987084
LOC107987022	chr9	81269165	81274098	-	LOC107987022
RPS20P25	chr9	81410279	81410633	+	RPS20P25
LOC101060099	chr9	81487816	81488987	+	LOC101060099
TLE1	chr9	81583683	81689547	-	TLE1
LOC105376106	chr9	81587675	81590110	+	LOC105376106
TLE1-DT	chr9	81689713	81776900	+	TLE1-DT
RNU6-1035P	chr9	81725243	81725349	-	RNU6-1035P
RNA5SP287	chr9	81885496	81885598	+	RNA5SP287
LOC105376105	chr9	81885998	81977089	-	LOC105376105
LOC124900283	chr9	81888918	81888985	+	LOC124900283
LOC124902187	chr9	81908326	81913345	-	LOC124902187
SPATA31D5P	chr9	81913437	81919927	+	SPATA31D5P
SPATA31D4	chr9	81928428	81934998	+	SPATA31D4
SPATA31D3	chr9	81943500	81950093	+	SPATA31D3
SPATA31D2P	chr9	81966563	81971291	+	SPATA31D2P
LOC105376107	chr9	81977245	82355386	+	LOC105376107
SPATA31D1	chr9	81987405	81995253	+	SPATA31D1
SPATA31B1P	chr9	82057397	82063844	-	SPATA31B1P
DDX10P2	chr9	82085641	82088850	-	DDX10P2
RPS2P34	chr9	82130734	82131672	+	RPS2P34
LOC112268046	chr9	82396708	82406179	+	LOC112268046
MTCO3P40	chr9	82427350	82428025	-	MTCO3P40
NPAP1P8	chr9	82430118	82431506	-	NPAP1P8
LOC442427	chr9	82431732	82432901	-	LOC442427
LOC107987086	chr9	82433276	82434544	+	LOC107987086
LOC107987087	chr9	82491952	82780195	+	LOC107987087
LOC105376110	chr9	82528956	82601727	-	LOC105376110
LOC124902188	chr9	82737548	82782382	-	LOC124902188
RPS6P12	chr9	82744055	82744792	-	RPS6P12
LOC124902189	chr9	82760524	82763763	-	LOC124902189
RASEF	chr9	82979590	83219224	-	RASEF
RN7SKP242	chr9	83200940	83201228	-	RN7SKP242
FRMD3-AS1	chr9	83219345	83270833	+	FRMD3-AS1
FRMD3	chr9	83242992	83585794	-	FRMD3
LOC124902190	chr9	83273841	83289867	+	LOC124902190
RNU4-29P	chr9	83275941	83276114	+	RNU4-29P
LOC124902346	chr9	83452273	83452375	+	LOC124902346
RNU4-15P	chr9	83596444	83596584	-	RNU4-15P
IDNK	chr9	83623006	83644123	+	IDNK
UBQLN1	chr9	83659968	83707958	-	UBQLN1
UBQLN1-AS1	chr9	83707835	83713496	+	UBQLN1-AS1
LOC124902191	chr9	83719175	83737443	-	LOC124902191
GKAP1	chr9	83739425	83817769	-	GKAP1
LOC101927552	chr9	83817666	83837583	+	LOC101927552
KIF27	chr9	83834099	83921432	-	KIF27
LOC124900638	chr9	83847866	83859160	+	LOC124900638
LOC105376335	chr9	83920901	83924885	+	LOC105376335
QNG1	chr9	83938311	83956986	-	QNG1
HNRNPK	chr9	83968083	83980615	-	HNRNPK
HNRNPK-AS1	chr9	83972095	83975780	+	HNRNPK-AS1
RMI1	chr9	83980359	84004074	+	RMI1
LOC101927575	chr9	84063443	84094601	+	LOC101927575
HMGN2P33	chr9	84078517	84079057	+	HMGN2P33
SLC28A3	chr9	84275457	84368727	-	SLC28A3
SLC28A3-AS1	chr9	84278170	84290136	+	SLC28A3-AS1
LOC102724036	chr9	84409801	84657031	+	LOC102724036
LOC124902192	chr9	84443723	84465560	+	LOC124902192
NTRK2	chr9	84668522	85027054	+	NTRK2
LOC124902193	chr9	84827365	84832067	-	LOC124902193
LOC105376118	chr9	85030616	85035847	-	LOC105376118
LOC107987088	chr9	85084727	85142635	-	LOC107987088
UBE2V1P10	chr9	85159682	85159950	+	UBE2V1P10
LOC105376119	chr9	85269699	85289474	-	LOC105376119
LOC124902322	chr9	85290389	85291750	+	LOC124902322
LOC107987089	chr9	85370910	85374408	-	LOC107987089
LOC105376121	chr9	85402168	85444382	-	LOC105376121
STK33P1	chr9	85492579	85494094	+	STK33P1
LOC101927603	chr9	85534067	85536004	-	LOC101927603
AGTPBP1	chr9	85546539	85805483	-	AGTPBP1
LOC100419824	chr9	85753310	85786875	+	LOC100419824
LOC389765	chr9	85806002	85842879	+	LOC389765
PHB1P7	chr9	85898829	85900214	+	PHB1P7
LOC100130049	chr9	85934561	85936771	+	LOC100130049
NAA35	chr9	85941146	86025462	+	NAA35
GOLM1	chr9	86026146	86100149	-	GOLM1
LOC101927623	chr9	86127540	86157086	+	LOC101927623
LOC100287212	chr9	86132624	86135008	+	LOC100287212
C9orf153	chr9	86220265	86259657	-	C9orf153
RN7SKP264	chr9	86258425	86258646	-	RN7SKP264
ISCA1	chr9	86264546	86282538	-	ISCA1
LOC124902194	chr9	86278217	86282081	-	LOC124902194
TUT7	chr9	86287733	86354410	-	TUT7
RPS6P13	chr9	86374738	86375747	-	RPS6P13
LOC102724080	chr9	86413841	86531280	+	LOC102724080
RNU2-36P	chr9	86422942	86423128	-	RNU2-36P
LOC105376123	chr9	86586370	86595361	+	LOC105376123
LINC02834	chr9	86669272	86708305	-	LINC02834
LOC124902195	chr9	86751037	86755206	+	LOC124902195
GAS1	chr9	86944362	86947506	-	GAS1
GAS1RR	chr9	86948698	87002033	+	GAS1RR
LINC02893	chr9	87008451	87042126	-	LINC02893
CDC20P1	chr9	87011574	87013210	+	CDC20P1
LOC124902196	chr9	87053287	87066917	+	LOC124902196
NFYCP2	chr9	87083886	87085225	-	NFYCP2
LOC124902197	chr9	87102173	87102670	+	LOC124902197
LINC02872	chr9	87148644	87159726	+	LINC02872
LOC105376126	chr9	87195950	87299009	-	LOC105376126
LOC124900285	chr9	87260450	87260585	+	LOC124900285
LOC105376127	chr9	87384846	87386799	-	LOC105376127
LOC112268032	chr9	87406707	87423893	+	LOC112268032
DAPK1	chr9	87497228	87708634	+	DAPK1
RPS29P18	chr9	87525268	87525564	+	RPS29P18
DAPK1-IT1	chr9	87553454	87554459	+	DAPK1-IT1
CTSL	chr9	87726119	87731469	+	CTSL
EIF3JP3	chr9	87741223	87743569	+	EIF3JP3
LOC124902198	chr9	87751753	87759256	-	LOC124902198
CTSL3P	chr9	87772915	87786884	+	CTSL3P
LOC100420576	chr9	87799507	87821797	-	LOC100420576
ELF2P3	chr9	87816474	87819454	+	ELF2P3
NPAP1P7	chr9	87824927	87825963	+	NPAP1P7
FBP2P1	chr9	87832748	87837225	-	FBP2P1
LOC112267903	chr9	87844517	87853632	-	LOC112267903
CTSLP8	chr9	87844745	87847424	+	CTSLP8
NPAP1P5	chr9	87855580	87856586	-	NPAP1P5
NPAP1P9	chr9	87858043	87859056	-	NPAP1P9
LOC107987091	chr9	87864094	87866291	+	LOC107987091
LOC497256	chr9	87867673	87939260	-	LOC497256
LOC124902199	chr9	87876101	87878840	+	LOC124902199
SPATA31E1	chr9	87882877	87888903	+	SPATA31E1
SPATA31C1	chr9	87913936	87923657	+	SPATA31C1
LOC645937	chr9	87944076	87945023	-	LOC645937
LOC122394732	chr9	87956214	87956883	+	LOC122394732
CDK20	chr9	87966441	87974533	-	CDK20
LOC124902200	chr9	87967132	87968867	+	LOC124902200
LOC105376131	chr9	87974170	87994728	+	LOC105376131
RNU6-86P	chr9	87998231	87998335	-	RNU6-86P
RPS10P3	chr9	88016262	88016848	+	RPS10P3
LOC124902201	chr9	88037468	88077900	-	LOC124902201
LINC03026	chr9	88066435	88077900	-	LINC03026
LOC124902202	chr9	88106485	88113464	-	LOC124902202
LOC124902203	chr9	88113701	88121726	+	LOC124902203
SPATA31C2	chr9	88129305	88138475	-	SPATA31C2
RSRC1P1	chr9	88144677	88145989	-	RSRC1P1
LOC389768	chr9	88180658	88182557	+	LOC389768
LOC100129340	chr9	88187665	88194459	-	LOC100129340
RPSAP49	chr9	88324381	88325410	+	RPSAP49
LOC124902359	chr9	88374269	88374352	+	LOC124902359
LOC124902204	chr9	88384828	88389199	-	LOC124902204
SPIN1	chr9	88388444	88478694	+	SPIN1
HNRNPA1P14	chr9	88410332	88411520	-	HNRNPA1P14
RPL21P85	chr9	88484852	88485321	-	RPL21P85
LOC105376134	chr9	88527960	88534540	-	LOC105376134
NXNL2	chr9	88535178	88584510	+	NXNL2
LINC02843	chr9	88627189	88652160	-	LINC02843
LOC105376135	chr9	88651849	88652873	+	LOC105376135
LOC124902205	chr9	88853120	88928184	+	LOC124902205
PCNPP2	chr9	88970809	88971363	-	PCNPP2
S1PR3	chr9	88990863	89005155	+	S1PR3
SHC3	chr9	89005771	89178818	-	SHC3
LOC124902206	chr9	89007518	89008177	+	LOC124902206
LOC105376136	chr9	89280447	89310912	-	LOC105376136
CKS2	chr9	89311195	89316703	+	CKS2
SECISBP2	chr9	89318500	89367117	+	SECISBP2
SEMA4D	chr9	89360787	89498113	-	SEMA4D
PA2G4P6	chr9	89449437	89451764	+	PA2G4P6
LOC124902324	chr9	89472237	89475181	+	LOC124902324
LOC105376137	chr9	89524097	89531462	+	LOC105376137
LOC124902207	chr9	89553366	89557143	+	LOC124902207
LOC105376139	chr9	89598796	89605016	-	LOC105376139
GADD45G	chr9	89605012	89606555	+	GADD45G
LINC03062	chr9	89639783	89719759	+	LINC03062
LOC105376140	chr9	89696901	89704466	-	LOC105376140
LOC107987032	chr9	89801727	89803213	-	LOC107987032
LOC101927823	chr9	89817843	89821498	+	LOC101927823
LOC101927847	chr9	89969416	89987486	+	LOC101927847
MIR4290HG	chr9	90020654	90041499	-	MIR4290HG
IL6RP1	chr9	90081270	90082686	-	IL6RP1
LOC105376142	chr9	90158810	90161228	+	LOC105376142
OR7E31P	chr9	90216226	90216882	+	OR7E31P
OR7E116P	chr9	90232099	90233124	+	OR7E116P
LINC01508	chr9	90300896	90433489	-	LINC01508
LINC01501	chr9	90462432	90582746	-	LINC01501
DIRAS2	chr9	90609832	90642824	-	DIRAS2
OR7E109P	chr9	90742502	90743448	-	OR7E109P
OR7E108P	chr9	90751218	90752240	-	OR7E108P
SYK	chr9	90801600	90898549	+	SYK
LOC105379829	chr9	90927338	90965397	-	LOC105379829
LOC105376143	chr9	90932951	90934309	+	LOC105376143
LINC02957	chr9	90997038	91001901	+	LINC02957
LOC100129316	chr9	91063294	91075132	-	LOC100129316
LINC02937	chr9	91077101	91163280	-	LINC02937
LINC00484	chr9	91119062	91182762	+	LINC00484
LOC124902208	chr9	91193022	91198394	+	LOC124902208
AUH	chr9	91213823	91361918	-	AUH
NFIL3	chr9	91409045	91483497	-	NFIL3
LOC124902209	chr9	91421622	91422059	+	LOC124902209
LOC105376146	chr9	91424033	91427610	+	LOC105376146
PAICSP2	chr9	91611259	91612530	+	PAICSP2
ROR2	chr9	91722601	91950228	-	ROR2
LOC124902210	chr9	91850980	91859213	-	LOC124902210
LOC105376148	chr9	91966546	91986056	-	LOC105376148
LOC107987094	chr9	92000085	92004506	-	LOC107987094
RPL21P82	chr9	92006024	92006577	+	RPL21P82
HSPE1P22	chr9	92027498	92027821	+	HSPE1P22
SPTLC1	chr9	92031147	92115413	-	SPTLC1
LOC100420896	chr9	92104125	92105651	+	LOC100420896
MTATP6P29	chr9	92108858	92108989	+	MTATP6P29
MTCO3P29	chr9	92109013	92110095	+	MTCO3P29
MTND3P23	chr9	92110168	92110514	+	MTND3P23
MTND4LP7	chr9	92110575	92110868	+	MTND4LP7
MTND4P15	chr9	92110865	92111832	+	MTND4P15
LOC100128076	chr9	92132834	92138629	+	LOC100128076
LINC00475	chr9	92141467	92159608	+	LINC00475
LOC124902345	chr9	92145083	92145186	-	LOC124902345
BEND3P2	chr9	92171231	92173494	+	BEND3P2
PRSS47P	chr9	92177163	92191156	-	PRSS47P
LOC112268048	chr9	92209449	92210158	+	LOC112268048
IARS1	chr9	92210207	92293697	-	IARS1
SNORA84	chr9	92292461	92292593	-	SNORA84
NOL8	chr9	92297358	92325350	-	NOL8
CENPP	chr9	92325468	92620529	+	CENPP
LOC100420779	chr9	92339670	92340510	-	LOC100420779
OGN	chr9	92383268	92404699	-	OGN
OMD	chr9	92412380	92424471	-	OMD
ASPN	chr9	92456205	92482506	-	ASPN
ECM2	chr9	92493547	92559106	-	ECM2
IPPK	chr9	92613183	92670131	-	IPPK
LOC100128361	chr9	92618050	92620533	+	LOC100128361
LOC107987095	chr9	92670362	92674546	+	LOC107987095
RPL21P86	chr9	92676897	92677447	-	RPL21P86
BICD2	chr9	92711363	92764833	-	BICD2
LOC101929748	chr9	92805385	92808087	-	LOC101929748
LOC124902211	chr9	92807308	92809456	+	LOC124902211
ANKRD19P	chr9	92809611	92838457	+	ANKRD19P
RNU6-714P	chr9	92820977	92821079	+	RNU6-714P
EEF1DP2	chr9	92836766	92837741	-	EEF1DP2
LOC100419515	chr9	92840955	92841688	-	LOC100419515
ZNF484	chr9	92844182	92878038	-	ZNF484
SPATA31B2P	chr9	92882567	92889555	+	SPATA31B2P
SNX18P2	chr9	92893668	92894505	-	SNX18P2
ALOX15P2	chr9	92913132	92921854	+	ALOX15P2
FGD3	chr9	92947523	93036233	+	FGD3
LOC101927954	chr9	93008115	93014944	-	LOC101927954
SUSD3	chr9	93058701	93085133	+	SUSD3
LOC101927993	chr9	93091460	93095510	-	LOC101927993
CARD19	chr9	93096217	93113283	+	CARD19
NINJ1	chr9	93121496	93134251	-	NINJ1
LOC124902212	chr9	93133012	93148369	+	LOC124902212
LOC124902213	chr9	93148401	93149276	+	LOC124902213
WNK2	chr9	93184139	93320569	+	WNK2
LOC124902214	chr9	93265148	93268661	-	LOC124902214
FAM120A2P	chr9	93329488	93346303	-	FAM120A2P
RNU6-829P	chr9	93375556	93375631	+	RNU6-829P
LOC107987097	chr9	93431411	93439282	-	LOC107987097
FAM120AOS	chr9	93443332	93453601	-	FAM120AOS
FAM120A	chr9	93451685	93566112	+	FAM120A
LOC100419516	chr9	93493722	93494992	-	LOC100419516
PHF2	chr9	93576584	93679587	+	PHF2
LOC124902215	chr9	93667251	93673578	+	LOC124902215
LOC101928014	chr9	93808349	93858339	+	LOC101928014
BARX1	chr9	93951627	93955355	-	BARX1
LOC124902216	chr9	93955526	93980654	+	LOC124902216
BARX1-DT	chr9	93955834	93957922	+	BARX1-DT
PTPDC1	chr9	94030813	94109856	+	PTPDC1
CYCSP24	chr9	94037964	94038545	+	CYCSP24
LOC107987099	chr9	94147966	94159285	+	LOC107987099
MIRLET7A1HG	chr9	94166258	94200905	+	MIRLET7A1HG
LINC02603	chr9	94176569	94259311	-	LINC02603
LOC124902342	chr9	94233478	94233581	+	LOC124902342
LOC124902332	chr9	94245690	94245759	+	LOC124902332
ZNF169	chr9	94259298	94301829	+	ZNF169
VDAC1P11	chr9	94286532	94288555	-	VDAC1P11
LOC105376154	chr9	94309952	94324002	+	LOC105376154
NUTM2F	chr9	94318198	94328644	-	NUTM2F
LOC124902217	chr9	94330300	94332484	-	LOC124902217
LOC100132077	chr9	94332476	94360948	+	LOC100132077
LOC107987023	chr9	94338275	94341582	-	LOC107987023
PTMAP12	chr9	94346998	94347725	-	PTMAP12
MFSD14B	chr9	94374417	94461042	+	MFSD14B
YRDCP1	chr9	94432514	94433293	-	YRDCP1
LOC107987100	chr9	94485442	94523406	-	LOC107987100
LOC100421692	chr9	94496272	94509584	+	LOC100421692
RNU6-669P	chr9	94507738	94507843	+	RNU6-669P
LOC124902218	chr9	94550537	94554889	-	LOC124902218
PCAT7	chr9	94554599	94574654	+	PCAT7
FBP2	chr9	94558720	94593824	-	FBP2
FBP1	chr9	94603133	94640263	-	FBP1
LOC124902219	chr9	94681694	94691990	+	LOC124902219
LOC107987101	chr9	94690391	94700159	-	LOC107987101
AOPEP	chr9	94726699	95150224	+	AOPEP
LOC124902220	chr9	94800314	94800756	+	LOC124902220
LOC101928119	chr9	94927020	94945554	-	LOC101928119
FANCC	chr9	95099054	95317709	-	FANCC
LOC107987102	chr9	95106468	95108746	+	LOC107987102
RPS26P37	chr9	95123501	95123938	+	RPS26P37
RNA5SP288	chr9	95142449	95142541	-	RNA5SP288
LOC124902339	chr9	95172495	95172598	-	LOC124902339
LOC643342	chr9	95292309	95295007	+	LOC643342
LOC105376155	chr9	95355308	95367105	-	LOC105376155
LOC105376156	chr9	95386495	95426830	-	LOC105376156
MT1P1	chr9	95413117	95413515	-	MT1P1
PTCH1	chr9	95442980	95516971	-	PTCH1
LOC100507346	chr9	95463609	95470019	+	LOC100507346
LOC105376157	chr9	95523216	95550472	-	LOC105376157
LOC105376158	chr9	95599438	95603964	-	LOC105376158
PSMA7P1	chr9	95652887	95653171	+	PSMA7P1
LOC105376161	chr9	95764932	95776282	+	LOC105376161
ERCC6L2-AS1	chr9	95806088	95875977	-	ERCC6L2-AS1
LOC107987103	chr9	95815339	95817021	+	LOC107987103
LOC124902221	chr9	95852297	95853786	+	LOC124902221
RNU2-46P	chr9	95859904	95860016	+	RNU2-46P
ERCC6L2	chr9	95875691	96041092	+	ERCC6L2
RNA5SP289	chr9	95905005	95905141	+	RNA5SP289
PARK7P2	chr9	95918075	95918873	+	PARK7P2
LINC00092	chr9	96019732	96021811	-	LINC00092
LOC105376159	chr9	96023260	96027966	-	LOC105376159
LOC158435	chr9	96065839	96101912	+	LOC158435
LOC158434	chr9	96106661	96116411	-	LOC158434
LOC112268039	chr9	96129863	96132229	+	LOC112268039
EIF4BP3	chr9	96145980	96147965	+	EIF4BP3
LOC107987033	chr9	96181108	96188878	-	LOC107987033
SLC35D2-HSD17B3	chr9	96235306	96383711	-	SLC35D2-HSD17B3
HSD17B3	chr9	96235306	96302176	-	HSD17B3
HSD17B3-AS1	chr9	96246463	96250261	+	HSD17B3-AS1
RNU6-1160P	chr9	96256216	96256319	-	RNU6-1160P
SLC35D2	chr9	96313444	96383711	-	SLC35D2
ZNF367	chr9	96385941	96418370	-	ZNF367
NSA2P7	chr9	96407175	96407980	+	NSA2P7
HABP4	chr9	96450102	96491336	+	HABP4
CDC14B	chr9	96490939	96619843	-	CDC14B
LOC105376163	chr9	96599617	96612170	+	LOC105376163
PRXL2C	chr9	96639577	96655317	-	PRXL2C
MKRN10P	chr9	96725821	96727467	+	MKRN10P
ZNF510	chr9	96754553	96778087	-	ZNF510
ZNF782	chr9	96816164	96933806	-	ZNF782
LOC100132781	chr9	96868900	96872228	+	LOC100132781
PTMAP11	chr9	96909075	96910455	+	PTMAP11
LOC107987024	chr9	96916066	96919391	+	LOC107987024
NUTM2G	chr9	96928843	96942971	+	NUTM2G
MFSD14CP	chr9	96942913	97013605	-	MFSD14CP
YRDCP2	chr9	96954799	96955578	+	YRDCP2
CTSV	chr9	97029677	97039643	-	CTSV
TCEA1P1	chr9	97067594	97070769	+	TCEA1P1
GAS2L1P2	chr9	97075671	97081945	-	GAS2L1P2
LOC107987104	chr9	97092724	97101411	-	LOC107987104
VN1R51P	chr9	97093736	97094638	-	VN1R51P
FAM220CP	chr9	97121212	97123648	+	FAM220CP
LOC105376166	chr9	97124299	97130679	-	LOC105376166
LOC112268050	chr9	97139869	97153084	-	LOC112268050
ANKRD18CP	chr9	97155893	97238742	-	ANKRD18CP
RNU6-798P	chr9	97192923	97193025	-	RNU6-798P
ZNF322P1	chr9	97195351	97200145	-	ZNF322P1
LOC107987025	chr9	97221513	97227111	-	LOC107987025
LOC124902224	chr9	97229896	97235017	+	LOC124902224
VN1R52P	chr9	97235268	97235453	+	VN1R52P
SUGT1P4	chr9	97238299	97250844	+	SUGT1P4
SUGT1P4-STRA6LP-CCDC180	chr9	97238426	97377295	+	SUGT1P4-STRA6LP-CCDC180
SUGT1P4-STRA6LP	chr9	97238426	97297314	+	SUGT1P4-STRA6LP
STRA6LP	chr9	97290853	97294111	+	STRA6LP
CCDC180	chr9	97307337	97378751	+	CCDC180
LOC286359	chr9	97390836	97396691	-	LOC286359
TDRD7	chr9	97412096	97496125	+	TDRD7
TMOD1	chr9	97501180	97601743	+	TMOD1
LOC105376168	chr9	97513037	97516471	-	LOC105376168
TSTD2	chr9	97600080	97633368	-	TSTD2
NCBP1	chr9	97633821	97673748	+	NCBP1
XPA	chr9	97654398	97697340	-	XPA
KRT18P13	chr9	97698872	97700793	+	KRT18P13
PTCSC2	chr9	97699625	97853080	-	PTCSC2
FOXE1	chr9	97853226	97856717	+	FOXE1
TRMO	chr9	97896855	97922500	-	TRMO
HEMGN	chr9	97926791	97944852	-	HEMGN
LOC124902226	chr9	97970395	97987803	-	LOC124902226
ANP32B	chr9	97983341	98015943	+	ANP32B
LOC124902225	chr9	97985436	97991694	+	LOC124902225
RNU6-918P	chr9	98032230	98032335	+	RNU6-918P
TRIM14	chr9	98035797	98119222	-	TRIM14
LOC124902227	chr9	98045572	98048203	+	LOC124902227
NANS	chr9	98056732	98083077	+	NANS
CORO2A	chr9	98120975	98192637	-	CORO2A
TBC1D2	chr9	98198998	98255649	-	TBC1D2
LOC100131625	chr9	98234562	98235752	+	LOC100131625
GABBR2	chr9	98288109	98708935	-	GABBR2
SEPTIN7P7	chr9	98606830	98608436	+	SEPTIN7P7
LOC124902228	chr9	98697534	98701659	+	LOC124902228
ANKS6	chr9	98732009	98796555	-	ANKS6
LOC124902229	chr9	98798448	98807580	-	LOC124902229
GALNT12	chr9	98807670	98850081	+	GALNT12
LOC102724684	chr9	98868988	98877333	-	LOC102724684
NME2P3	chr9	98890407	98892076	+	NME2P3
ADIPINT	chr9	98911204	98929534	+	ADIPINT
COL15A1	chr9	98943907	99070787	+	COL15A1
TGFBR1	chr9	99103647	99154192	+	TGFBR1
RNA5SP290	chr9	99145840	99145966	-	RNA5SP290
LOC105376174	chr9	99184323	99185536	+	LOC105376174
RN7SL794P	chr9	99185587	99185866	-	RN7SL794P
ALG2	chr9	99216425	99221942	-	ALG2
SEC61B	chr9	99222282	99230615	+	SEC61B
LOC124902230	chr9	99237966	99240772	+	LOC124902230
RN7SKP225	chr9	99284022	99284373	+	RN7SKP225
LOC124902231	chr9	99297949	99318799	+	LOC124902231
KRT8P11	chr9	99305084	99306851	+	KRT8P11
NAMA	chr9	99355340	99375257	-	NAMA
LOC124902232	chr9	99359332	99371880	+	LOC124902232
LOC107987011	chr9	99388640	99460272	-	LOC107987011
LOC124902236	chr9	99528129	99531987	-	LOC124902236
LOC124902233	chr9	99531507	99536924	+	LOC124902233
LOC107987012	chr9	99574813	99577782	-	LOC107987012
LOC101928438	chr9	99585786	99819889	-	LOC101928438
LOC124902234	chr9	99665596	99750880	+	LOC124902234
NR4A3	chr9	99821885	99866891	+	NR4A3
STX17-DT	chr9	99886317	99906601	-	STX17-DT
STX17	chr9	99906654	99974534	+	STX17
ERP44	chr9	99979185	100099000	-	ERP44
UPF3AP3	chr9	99998004	99999187	-	UPF3AP3
LOC105376176	chr9	100016604	100050355	+	LOC105376176
INVS	chr9	100099243	100302175	+	INVS
RN7SL75P	chr9	100102559	100102839	+	RN7SL75P
RPS2P35	chr9	100116716	100117674	-	RPS2P35
DPPA3P10	chr9	100120435	100120900	-	DPPA3P10
NANOGP5	chr9	100174999	100176996	+	NANOGP5
LOC124902235	chr9	100274942	100284321	-	LOC124902235
TEX10	chr9	100302084	100352942	-	TEX10
LOC105376177	chr9	100353050	100394198	+	LOC105376177
MSANTD3	chr9	100427143	100451734	+	MSANTD3
MSANTD3-TMEFF1	chr9	100441906	100577636	+	MSANTD3-TMEFF1
LOC124902237	chr9	100471050	100472890	-	LOC124902237
TMEFF1	chr9	100473149	100577636	+	TMEFF1
CAVIN4	chr9	100576867	100588389	+	CAVIN4
RN7SKP87	chr9	100581141	100581379	-	RN7SKP87
